,0,1,2,3,4,5,6
0,0.24898120029142162,0.24864002666602011,0.2281050387007663,0.22890609416023402,0.22879805488723118,0.2113246068423221,5.0480667770807215e-05
1,0.11588769750025497,0.11561052658623895,0.1178008428327217,0.07286030365884445,0.07273594412291617,0.08251153837899187,3.177516792618029e-05
2,0.19122908446476367,0.1911934160000441,0.19404970915359734,0.0855541361741604,0.0856088541347079,0.06685293429359253,6.492172914392929e-05
3,0.1951007803077032,0.19740969649599832,0.2330939638963533,0.24268120220284878,0.24262693231103874,0.23201015512000175,4.0801926524502036e-05
4,0.24801570757038685,0.2467864741327992,0.1899394429788261,0.14764304238859516,0.14781016850112372,0.13503460175971313,3.2086810485656166e-05
5,0.20144417026683545,0.20146389818790816,0.15118578631305174,0.036652834808209175,0.03663103293798789,0.033404412064888256,6.958901232109876e-05
6,0.10945247129259497,0.10942234363919788,0.07581028010677068,0.038454867531746345,0.03852438041021808,0.05140757272299001,3.2002426624133085e-05
7,0.1686968411632462,0.1851642027105707,0.18369623682115857,0.40577800678883336,0.4066177440313066,0.38553223149384774,6.706713238892251e-05
8,0.04160321020883746,0.04204235483145679,0.032822905585173756,0.10416712832781744,0.10435374345991122,0.10121342469725458,3.2363640978903216e-05
9,0.16210046333591333,0.16238085382106004,0.201618062374199,0.09831702837270762,0.09827356446038785,0.08285950324276949,3.863145463352961e-05
10,0.20326723734938226,0.20370390646306813,0.2485637944449721,0.24827647096837424,0.24821415107293482,0.26580412108268003,4.136515702531142e-05
11,0.21072835447357527,0.21100634559471096,0.15750626850129645,0.20007360891770115,0.20035534267938546,0.1965674843995279,3.847901615043697e-05
12,0.22972859248822894,0.229670859069123,0.1774231674463827,0.027986485953814314,0.027728679667382985,0.05170984786848342,3.1686196428727296e-05
13,0.16260264756425985,0.19524858283215585,0.21629089893606043,0.321485472798455,0.32262224116971694,0.309030480544695,6.808311434863906e-05
14,0.029160390802767163,0.029130893884961526,0.06853203849016572,0.11185733534182081,0.11187443258026349,0.122506958121421,5.11203170799839e-05
15,0.19445359869270443,0.19336442979468393,0.1743726548265706,0.20127743351552269,0.20119487374721842,0.22682871209550878,4.060143221272295e-05
16,0.08912647177088026,0.08923609044507139,0.13368233795468762,0.15779345214849205,0.15778779741153215,0.14069572869744812,6.370227559646829e-05
17,0.19342382081292342,0.19329882518539512,0.14689248078338382,0.0892843010732938,0.0892450806357536,0.11128162894488108,4.5288559220087965e-05
18,0.1748062850553952,0.17400913232573878,0.12350959569011703,0.08863410057398813,0.08843788997534904,0.11113153452282747,3.0576473910412215e-05
19,0.1632030679520466,0.1629550933656938,0.11429251302105253,0.16238971902600619,0.16237157756591278,0.182260823805486,3.7180202880333355e-05
20,0.1977246386446829,0.21193571596640556,0.2554254904283371,0.4932704334299844,0.49246662828872045,0.4439595051554925,3.911491968563015e-05
21,0.1238031751949949,0.12379492203374479,0.18819080870576885,0.04495829979985883,0.04498227475086881,0.05336209306653368,9.265460983636032e-05
22,0.1367860869500424,0.13684124367516723,0.17970873593564637,0.059175376813181364,0.059163393764276234,0.0524013766650872,4.502461837357699e-05
23,0.12025424400739596,0.120043413646587,0.17934743820447843,0.07350852479892175,0.07317761837968409,0.05774946425578595,3.143758019005118e-05
24,0.1271486252852588,0.12711772476586702,0.1375787068443603,0.03871572340809577,0.03838516478375119,0.04515583952221009,3.212259957848406e-05
25,0.10099310995012406,0.10105352493157721,0.14865925793126933,0.007839715455251736,0.007848515812954076,0.03148011075744141,6.896135249996598e-05
26,0.251173065493117,0.25110340841280027,0.18902986839324268,0.049708728408944955,0.04971661402672496,0.05729185988954893,7.452138694037883e-05
27,0.12014916753160935,0.12016723152167735,0.08462256005782517,0.13307841856486366,0.13309523941950216,0.11529999087037134,0.00010103239902034128
28,0.12204973685254922,0.11888002380141913,0.1817160977513857,0.41586855032522235,0.4165965659674447,0.4339925468048834,4.445102421341119e-05
29,0.17912752121220954,0.1790321180004335,0.1368396509932972,0.10484241209648332,0.1050329710860797,0.08809721363344732,3.320602729863637e-05
30,0.07891251720742867,0.07792557657700369,0.11302401602145853,0.10616830509171525,0.1061033808156316,0.12943375932491422,4.1925944227286904e-05
31,0.1686300802844397,0.16818959400272235,0.17915909326464025,0.22275676920506338,0.22285039201061266,0.20251932807553527,4.1406188624898825e-05
32,0.07479235959508651,0.07799231537935664,0.10495977966026716,0.26655640534896563,0.2665465869942827,0.2692840062336811,6.904242294397514e-05
33,0.08908800287467603,0.08912683754816772,0.06937595560420656,0.065777938039415,0.06583473814889457,0.08441981923935266,7.693418801403421e-05
34,0.18243141099031032,0.18268490170272728,0.2213785497047942,0.17223974334739672,0.17226142785288048,0.1858450589191612,4.6447503303479376e-05
35,0.10625682226793426,0.10620208361738967,0.16632128520157927,0.027447487010673628,0.02675515074475589,0.035760774741896026,3.099948220788119e-05
36,0.1767098066307107,0.17670100563874555,0.16257743493580187,0.0371561530420111,0.03690038668918911,0.06016084101616361,3.132240808176949e-05
37,0.08624946826425309,0.086253552226459,0.05900045549329334,0.026317171918768277,0.02635178514916202,0.03509536782745321,3.269351552687349e-05
38,0.17783642503950184,0.17803743521588417,0.14371847836587293,0.14311144858943825,0.14314422034778082,0.15645092177752706,4.48570207304468e-05
39,0.1512135036686714,0.15125474159662486,0.17991291243908106,0.08952516984572437,0.08934926449490453,0.08954971451511104,3.216689481353065e-05
40,0.1736148915084103,0.17390525114454372,0.21372695000964545,0.09816756805231144,0.09807755307275853,0.08165960062718634,3.696897612606433e-05
41,0.10451593637894346,0.10516048740991586,0.05715264948942537,0.10107610314529022,0.10118322592967005,0.08081811602753727,4.215843473455614e-05
42,0.191919489094552,0.17301081155438916,0.09804948071703144,0.21360375214615282,0.2138255827067252,0.22496640045545435,2.9547365146290242e-05
43,0.1302879230500453,0.12960722835895708,0.12394074079365892,0.054322082379826594,0.05428727243778828,0.05557270516485487,4.004923604560796e-05
44,0.18065923323898506,0.18116579621697584,0.2370198555814711,0.1367087388445322,0.13667272470637812,0.15877725669685738,3.880590952312304e-05
45,0.19078511624008634,0.19161318844943298,0.17869015772757005,0.25031156697724216,0.2508846405706697,0.23614589821961415,4.402530532609594e-05
46,0.0191593384040604,0.019096309016910337,0.05365868064827804,0.019017277089019118,0.018953146410201644,0.0435240658159983,5.0437695033859884e-05
47,0.03163519434751674,0.032524256241533545,0.04084878235620168,0.25020470131354344,0.25025135214899097,0.26787374051973256,5.775895863043205e-05
48,0.19001590021172532,0.1900168361769029,0.13514171118618587,0.05058197014156196,0.050498993440046804,0.050120859543052156,3.2399922843921065e-05
49,0.1454280411925132,0.14565691071875653,0.20571117944905676,0.07920125481323265,0.07849662250969995,0.0740556714802472,3.052145423833289e-05
50,0.08296994144495341,0.08300975240941497,0.07562482114609885,0.1141531698726979,0.11416141382396171,0.13407694995542563,6.727141562856089e-05
51,0.27684930331320146,0.27527213120355953,0.24073038502352312,0.054268945190992145,0.0541787320899201,0.05023466541483481,4.0068733730396925e-05
52,0.03582542876692098,0.03595966883644266,0.08694172614516943,0.09340428081749001,0.09349955427808782,0.12103256965936303,3.6123535431166546e-05
